id,k,eigs,ri,voi
226043,61,44,0.031558,4.461899
226043,61,51,0.014895,4.471446
226043,61,58,0.026250,4.416223
226043,61,61,0.004489,4.439410
226060,41,2,0.106847,5.012652
226060,41,7,0.186885,3.764538
226060,41,12,0.217408,3.625683
226060,41,17,0.227932,3.423546
226060,41,22,0.255487,3.320915
226060,41,27,0.141477,3.517044
226060,41,32,0.132635,3.490069
226060,41,37,0.127964,3.479287
226060,41,41,0.121853,3.488060
228076,22,2,0.235589,3.380059
228076,22,5,0.221113,3.054577
228076,22,8,0.299701,2.848677
228076,22,11,0.256950,2.864009
228076,22,14,0.171206,3.008992
228076,22,17,0.203886,2.938854
228076,22,20,0.176053,2.872981
228076,22,22,0.200300,2.781471
230063,33,2,0.123321,4.692790
230063,33,6,0.235547,3.679837
230063,33,10,0.162640,3.806362
230063,33,14,0.217608,3.464518
230063,33,18,0.202742,3.434212
230063,33,22,0.236836,3.172483
230063,33,26,0.143233,3.439235
230063,33,30,0.125353,3.468574
230063,33,33,0.109594,3.472949
230098,18,2,0.112062,4.633044
230098,18,4,0.178875,3.647225
230098,18,6,0.223812,3.321178
